acc_1,acc_2,acc_3,tacc,av_1,av_2,av_3,tav
7.2627,-0.88616,6.7706,92.665,0.081473,0.065275,0.61926,92.665
8.101,-0.49906,5.9467,92.765,0.79426,0.13971,0.72409,92.764
7.8006,1.7698,6.7589,92.864,0.70889,0.075205,0.71042,92.863
7.5331,0.52646,5.9497,92.963,0.57411,0.037525,0.79305,92.963
7.6386,1.8494,6.46,93.062,0.78161,0.12551,0.69526,93.062
7.6422,1.3614,6.4493,93.162,0.53371,0.12251,0.71264,93.161
7.1991,1.6605,6.3372,93.261,0.53593,0.047094,0.54791,93.261
7.2325,3.1138,6.915,93.36,0.033426,0.00028089,0.31574,93.36
6.9297,0.2157,6.2522,93.459,0.3832,0.045405,0.28756,93.46
6.8312,2.3082,6.8803,93.558,-0.048635,0.024757,0.070927,93.56
6.9213,1.1234,6.9762,93.658,-0.12769,0.0087842,0.072581,93.659
7.052,0.01422,6.6167,93.757,0.11118,0.011337,0.039033,93.759
6.8381,0.45954,6.9755,93.856,-0.26172,-0.016721,0.072474,93.859
6.9894,0.4823,7.0667,93.955,-0.27328,-0.013201,-0.065143,93.959
7.1749,2.2114,6.6276,94.054,-0.1163,-0.017584,-0.2011,94.059
6.8147,2.1407,6.6938,94.154,-0.28839,0.0021721,-0.297,94.158
7.037,0.17558,6.8483,94.253,-0.36088,0.0048644,-0.40032,94.259
7.2283,-0.4064,6.6734,94.352,-0.32394,-0.026813,-0.35089,94.358
7.2509,0.96834,6.7613,94.451,-0.45532,-0.020634,-0.39676,94.457
7.1015,-0.39039,6.931,94.55,-0.30689,-0.001996,-0.28258,94.558
7.265,0.040117,6.3041,94.65,-0.2074,-0.001353,-0.36029,94.658
7.3942,-0.91385,6.5423,94.749,-0.40468,0.01492,-0.14946,94.758
6.898,-2.5576,7.2556,94.848,-0.070256,0.021928,-0.012015,94.859
7.1813,0.44727,6.3083,94.947,0.1559,0.055576,-0.057596,94.959
6.755,0.63633,7.25,95.046,-0.22403,0.027056,0.0066549,95.059
7.0863,-0.38919,6.6974,95.146,0.038288,-4.1298e-05,0.0024845,95.16
6.5787,0.47781,7.0162,95.245,0.22108,0.026297,0.045107,95.26
7.5561,0.31659,6.5294,95.344,0.19379,0.013909,0.03264,95.361
6.6779,0.61492,6.9565,95.443,-0.56023,0.021706,-0.033005,95.462
6.967,0.1681,6.8342,95.542,-0.46077,0.04693,-0.042144,95.562
6.817,-0.70518,7.1872,95.642,-0.243,-0.0049623,-0.084426,95.663
6.9994,-0.20567,6.768,95.741,0.15018,0.0097985,-0.025768,95.764
6.9547,-0.45281,6.8637,95.84,0.13265,-0.01308,-0.064215,95.865
6.8471,0.2401,7.0024,95.939,0.21483,-0.016513,0.01582,95.966
6.6846,1.1429,6.1821,96.039,0.00098122,0.0078684,0.15295,96.067
6.8409,0.52675,7.3083,96.138,-0.50154,0.0023113,0.11185,96.168
6.4531,0.59516,7.4183,96.237,-0.28644,-0.052008,0.095168,96.269
7.056,1.893,7.4397,96.336,-0.40695,-0.02139,-0.121,96.37
7.4174,1.4649,6.7635,96.435,-0.99201,0.031997,-0.36648,96.471
7.1544,0.66073,7.841,96.535,-0.95409,0.08396,-0.6333,96.572
7.5822,0.53214,6.5216,96.634,-0.85136,0.14109,-0.71481,96.674
7.8756,0.33815,5.9404,96.733,-0.80256,0.19853,-0.88863,96.775
8.2814,-0.63214,5.4768,96.832,-1.0345,0.19016,-0.9402,96.876
8.4189,-1.4448,5.6169,96.932,-0.91085,0.18216,-0.94107,96.978
7.7795,-0.37647,4.5053,97.031,-0.80328,0.23526,-0.94798,97.079
8.7542,-1.2381,5.6255,97.13,-0.92265,0.13049,-1.0872,97.181
8.1387,-1.6708,5.5578,97.229,-0.94955,0.13208,-1.0946,97.282
8.2279,-2.4836,4.6275,97.328,-0.57985,0.16366,-0.92121,97.384
7.8887,-2.6233,5.7659,97.428,-0.71373,0.027308,-0.80735,97.485
7.4105,-4.3538,6.0148,97.527,-0.35836,0.046973,-0.58625,97.587
7.2851,-1.9672,5.5211,97.626,0.30935,0.0080887,-0.29189,97.689
6.7879,-0.87343,7.1925,97.725,0.15656,0.0013588,-0.27748,97.789
7.1858,0.32408,6.2742,97.824,-0.5419,0.033337,-0.2286,97.891
6.701,0.31749,6.632,97.924,0.12444,0.02452,-0.17243,97.993
7.1622,-2.0876,7.3981,98.023,-0.10616,0.0059879,-0.11209,98.095
6.9941,0.91969,6.5194,98.122,0.47983,0.016585,-0.049377,98.197
6.7604,0.85727,6.9312,98.221,-0.076215,-0.010714,-0.047238,98.299
6.6999,1.0716,6.9544,98.321,-0.061573,-0.0030285,-0.025351,98.401
7.0804,0.65474,6.632,98.42,-0.049332,-0.0015041,0.029745,98.503
6.6092,0.94259,7.1601,98.519,-0.15598,0.0092871,0.022436,98.605
6.9268,0.73258,7.1461,98.618,-0.33818,-0.048002,0.057788,98.707
6.9929,0.792,6.5197,98.717,-0.25946,-0.010195,0.022463,98.809
6.6682,2.1356,7.1316,98.817,0.080498,-0.0064351,-0.13542,98.911
7.4355,2.1853,6.7203,98.916,-0.48079,-0.014924,-0.38595,99.012
6.7391,0.17918,6.3618,99.015,-0.39762,-0.0016367,-0.32931,99.108
7.0735,0.27543,7.0497,99.114,-0.48409,-0.0031812,-0.34096,99.205
7.1653,-1.146,6.7734,99.213,-0.13742,-0.035925,-0.33067,99.301
7.4066,-1.7346,6.8908,99.313,-0.47535,-0.037822,-0.15622,99.398
6.5894,-2.1896,6.9491,99.412,-0.047954,-0.014727,-0.0034671,99.494
6.977,0.53589,6.8045,99.511,-0.035867,-0.012709,-0.042845,99.59
6.8349,-0.54217,6.8011,99.61,-0.10766,0.0015444,-0.095517,99.687
6.7523,-0.18457,7.0074,99.709,0.070403,0.046445,-0.098368,99.783
6.463,0.042512,7.2315,99.809,0.081599,0.019824,-0.075574,99.88
6.8051,-0.38635,7.261,99.908,-0.19322,0.062377,-0.065315,99.976
7.2053,-1.7178,7.0548,100.01,0.019712,0.015582,0.064371,100.07
6.9505,-1.1531,6.3191,100.11,0.21832,0.0015998,0.087632,100.17
7.3826,-0.24205,6.8254,100.2,0.3704,0.0090594,0.23328,100.27
7.2086,0.060474,6.4881,100.31,0.25005,0.029931,0.26032,100.36
7.4578,0.31001,6.4514,100.4,0.28376,0.017791,0.29651,100.46
7.2424,1.239,7.1228,100.5,0.078128,0.028831,0.25417,100.56
7.3882,-0.34668,6.3995,100.6,0.46586,0.068832,0.28448,100.65
7.817,1.5491,7.81,100.7,0.43214,0.046651,0.40785,100.75
7.456,0.52451,6.3294,100.8,0.29664,0.055841,0.42749,100.85
6.8969,0.92942,6.818,100.9,0.32378,0.027983,0.43625,100.94
6.9671,-0.21016,6.3731,101,0.52865,0.013486,0.45738,101.04
6.9141,1.7445,6.9764,101.1,0.19454,0.044478,0.61858,101.14
7.6724,2.9493,7.3226,101.2,0.80939,0.031591,0.30315,101.23
7.1231,3.3728,6.7676,101.3,-0.23773,-0.014922,0.2432,101.33
6.8885,-0.65998,7.052,101.4,-0.00083808,-0.022978,0.23199,101.43
6.6164,0.73318,7.1818,101.49,0.2086,-0.036341,0.14959,101.52
7.0939,0.77269,6.8688,101.6,-0.090335,-0.031461,0.096198,101.62
6.4249,0.82913,6.8632,101.69,-0.14207,-0.033797,-0.060658,101.72
7.2204,0.37003,7.0611,101.79,-0.22278,-0.029751,-0.20977,101.82
6.6465,0.70099,7.4229,101.89,-0.28619,0.024096,-0.30547,101.91
7.3472,0.97223,6.7119,101.99,-0.35301,0.025261,-0.46009,102.01
7.7311,-0.060175,7.6792,102.09,-0.26467,0.071661,-0.48906,102.11
6.9653,0.78048,6.5278,102.19,-0.48966,0.012322,-0.65917,102.21
7.8373,0.41703,7.7626,102.29,-0.62733,0.0053904,-0.6317,102.3
6.9057,-0.7474,6.3236,102.39,-0.51128,-0.013834,-0.68281,102.4
7.7708,-0.47915,6.1812,102.49,-0.55297,-0.030008,-0.6353,102.5
7.2301,-1.3027,7.0451,102.59,-0.31579,-0.03356,-0.52249,102.6
7.7175,-0.41045,6.0609,102.69,-0.43609,-0.031429,-0.34937,102.69
7.5404,-0.41748,7.1654,102.78,-0.35582,-0.030224,-0.19354,102.79
6.9758,-0.17858,6.6219,102.88,-0.18187,-0.00074766,-0.17726,102.89
6.8227,0.65234,7.1056,102.98,0.0070279,0.023512,-0.13333,102.99
7.0137,0.90816,6.9062,103.08,-0.036769,-0.047565,-0.11846,103.09
6.8764,-0.24818,6.7147,103.18,0.19935,-0.023557,-0.011892,103.18
7.0559,-0.48694,7.2951,103.28,0.10828,0.0035492,0.13043,103.28
6.7968,-1.1206,6.8484,103.38,0.174,0.024683,0.34434,103.38
6.8469,0.0044907,7.2222,103.48,0.3206,0.056609,0.56877,103.48
7.2704,0.40072,6.9659,103.58,0.31721,0.058647,0.52835,103.58
6.9002,0.38485,6.5302,103.68,0.35717,0.02966,0.57641,103.67
7.7763,-0.25672,7.2422,103.78,0.44511,0.023891,0.61292,103.77
6.3387,1.5659,6.5775,103.88,0.49858,0.03129,0.58769,103.87
7.9196,-0.0083826,6.1101,103.98,0.66648,0.02519,0.5798,103.97
7.7085,1.001,6.6183,104.08,0.43596,0.040484,0.6294,104.07
7.5955,-0.032033,6.0087,104.17,0.47169,-0.00040617,0.51551,104.17
8.1477,2.1724,8.2347,104.27,0.6781,0.016964,0.53442,104.27
7.0631,2.8396,6.8158,104.37,-0.14515,-0.039409,0.29654,104.36
7.0614,0.6733,6.6396,104.47,-0.2946,0.0060126,0.049918,104.46
7.0165,-1.1569,7.2376,104.57,0.031209,-0.005545,0.086517,104.56
6.7661,0.19085,6.6251,104.67,0.0034509,0.0023155,0.11689,104.66
6.8188,-0.70174,6.4707,104.77,-0.035091,0.0026509,0.11732,104.76
6.9539,0.36464,6.8499,104.87,0.10393,-0.01408,-0.056214,104.86
6.1088,1.0923,7.6837,104.97,-0.1187,0.035606,-0.13988,104.96
6.3272,1.6418,6.8568,105.07,-0.33305,0.0486,-0.4376,105.06
7.2349,1.0065,6.5983,105.17,-0.57055,0.051753,-0.57485,105.16
7.2114,-1.5023,6.8849,105.26,-0.55326,0.036896,-0.58639,105.25
7.5775,0.10688,6.8689,105.37,-0.34954,0.02208,-0.66533,105.35
8.1871,0.39233,6.5139,105.46,-0.56051,-0.015405,-0.62762,105.45
7.1388,0.31195,6.097,105.56,-0.57091,0.010895,-0.61379,105.55
7.4499,-0.37168,6.3582,105.66,-0.60212,0.0064986,-0.57047,105.65
7.8813,-1.2282,7.0602,105.76,-0.33228,-0.0049358,-0.49023,105.75
7.791,-0.57121,7.0258,105.86,-0.10216,-0.020339,-0.42189,105.85
7.0077,0.43455,6.6806,105.96,-0.37196,-0.013347,-0.2874,105.95
7.1782,-2.1771,6.4035,106.06,-0.078774,-0.00055082,-0.10289,106.05
6.9417,0.39997,6.9345,106.16,-0.038386,0.014696,-0.084018,106.15
6.933,0.41808,7.1027,106.26,-0.30019,-0.021826,-0.069209,106.25
6.7882,0.33695,6.9188,106.36,-0.079344,-0.0023532,-0.023589,106.35
6.8884,-0.47122,7.0279,106.46,0.17963,-0.013912,0.016884,106.45
6.8372,-0.63483,7.2666,106.56,0.24718,0.013787,0.17768,106.55
7.8389,-1.7279,6.5489,106.65,0.23345,0.05706,0.4833,106.65
7.2695,-0.939,7.1505,106.75,0.49144,0.0913,0.6466,106.75
7.3909,-0.54996,6.0702,106.85,0.41554,0.066595,0.66235,106.85
7.1892,0.79425,6.0958,106.95,0.39941,0.0191,0.65067,106.95
7.1638,-0.16376,6.2944,107.05,0.43898,0.021018,0.57204,107.05
7.4885,-0.11526,6.4513,107.15,0.715,0.015813,0.62367,107.15
7.6278,0.42182,6.1953,107.25,0.46188,0.01976,0.54216,107.25
7.4817,0.78871,6.0414,107.35,0.43825,-0.046671,0.66283,107.35
7.2924,1.4455,6.6046,107.45,0.1926,0.0072835,0.52621,107.45
6.8652,1.032,6.9001,107.55,0.15276,-0.00011975,0.11649,107.55
6.9381,1.7268,6.6746,107.65,0.10453,0.013448,0.15715,107.66
6.5429,0.51463,7.6974,107.75,-0.3227,-0.024168,0.11281,107.76
7.1807,-0.68019,6.6502,107.85,0.14218,-0.020735,0.014469,107.86
6.5694,0.33216,7.2276,107.94,-0.25126,0.017619,-0.008268,107.96
6.3034,0.39937,7.3768,108.04,-0.15384,0.023618,-0.17769,108.06
6.6921,-0.014969,7.1578,108.14,-0.26966,0.040047,-0.24826,108.16
7.7736,-0.14205,7.1149,108.24,-0.21312,0.029555,-0.48005,108.26
7.6256,0.44517,6.7915,108.34,-0.45794,0.013194,-0.62651,108.36
7.2602,-1.1062,5.8641,108.44,-0.41312,0.017746,-0.49646,108.46
6.7592,-0.74395,6.5489,108.54,-0.54274,0.033902,-0.52058,108.56
7.678,0.032782,6.6255,108.64,-0.57023,0.03461,-0.49968,108.67
7.7712,0.2654,6.1805,108.74,-0.41052,0.018439,-0.61229,108.77
7.5358,-0.54053,6.5365,108.84,-0.32232,0.026184,-0.5213,108.87
7.8299,-0.34788,6.25,108.94,-0.17708,0.003402,-0.52549,108.97
7.2792,0.23172,6.3999,109.03,-0.25494,-0.044475,-0.52707,109.07
6.9608,-0.63618,6.5508,109.13,-0.40292,-0.024556,-0.3523,109.17
7.5499,-1.0209,6.8566,109.23,-0.026116,-0.020944,-0.1734,109.27
7.2377,0.19594,7.0602,109.33,0.16508,0.0018403,-0.045196,109.38
6.8367,1.4104,7.4298,109.43,-0.40101,-0.047529,-0.067347,109.48
6.8569,0.25986,6.8078,109.53,0.043628,0.0016533,-0.1048,109.58
6.8418,-0.39982,7.117,109.63,0.045316,-0.041072,-0.19952,109.68
6.9102,1.3888,6.9547,109.73,0.047178,0.013499,0.06753,109.78
6.7303,-1.3188,6.3154,109.83,0.004223,0.074278,0.23399,109.89
6.7541,0.18995,7.1045,109.93,0.19135,0.07294,0.42094,109.99
6.9728,0.68692,6.8053,110.03,0.41203,0.053936,0.42277,110.09
6.7995,1.0255,6.6546,110.13,0.32996,0.077181,0.41613,110.19
7.5921,0.025297,6.9218,110.23,0.31905,0.0080868,0.55743,110.29
7.3599,0.22543,6.3393,110.33,0.63311,0.062276,0.5705,110.4
7.7548,0.60474,6.1318,110.42,0.56065,0.075505,0.58827,110.5
7.0524,0.073797,6.4321,110.52,0.43217,0.034183,0.5727,110.6
7.8145,0.0079335,6.1545,110.62,0.32816,-0.00706,0.74315,110.7
7.3479,0.7935,6.1937,110.72,0.58843,0.030386,0.68941,110.8
7.6016,3.2608,6.4552,110.82,0.10318,0.022993,0.47025,110.91
6.8123,1.206,6.5062,110.92,0.23527,0.0031786,0.23362,111.01
7.0514,1.7142,6.8722,111.02,-0.39021,-0.045076,0.11557,111.11
6.7721,-0.54008,6.8472,111.12,-0.017002,-0.0089101,0.099367,111.21
6.8459,-0.22019,7.1186,111.22,-0.012794,-0.019391,0.12886,111.32
6.9812,-0.27573,7.1951,111.32,-0.28738,-0.042138,0.047898,111.41
6.6899,-0.72988,6.9312,111.42,-0.0056508,-0.00268,0.00071288,111.51
6.5067,1.0156,7.6533,111.52,-0.071039,0.023351,-0.14225,111.61
7.2731,2.366,6.6329,111.62,-0.17501,0.043251,-0.40823,111.7
6.9506,0.95711,6.3601,111.71,-0.57196,0.044823,-0.60173,111.8
7.6033,-0.66671,7.0454,111.81,-0.63851,0.0012918,-0.6655,111.89
7.3695,0.5531,6.468,111.91,-0.57157,-0.0040557,-0.71252,111.99
7.1282,-0.022753,6.5071,112.01,-0.69699,-0.024276,-0.62473,112.09
8.4357,-0.027692,6.6842,112.11,-0.57021,-0.0046864,-0.65684,112.18
7.2478,0.49891,6.295,112.21,-0.48057,-0.0066294,-0.54519,112.28
7.4228,0.49427,6.7866,112.31,-0.57512,-0.016451,-0.58004,112.38
7.124,-0.17469,6.8999,112.41,-0.67516,-0.027544,-0.41832,112.47
7.4329,-1.0285,6.5598,112.51,-0.58458,-0.037893,-0.32906,112.57
7.1237,-2.1229,6.5743,112.61,-0.15459,0.006239,-0.13397,112.66
7.1277,0.83871,6.7644,112.71,-0.092558,0.013997,-0.02394,112.76
7.069,-0.23187,6.9051,112.81,-0.2485,-0.023131,-0.14395,112.86
6.8143,0.15867,7.3035,112.9,0.099663,0.010298,-0.050371,112.95
7.0933,-0.2892,6.8533,113,0.12915,0.0097873,0.071896,113.05
6.8126,-1.1077,7.2734,113.1,0.06705,0.020905,0.27229,113.15
7.2038,-1.367,6.2353,113.2,0.57952,0.032803,0.3907,113.24
7.0611,0.79604,7.6082,113.3,0.26301,0.01653,0.48719,113.34
7.0256,-0.2425,6.6903,113.4,0.61889,0.041783,0.61365,113.44
6.8676,-0.055535,6.1359,113.5,0.82206,0.018322,0.61537,113.53
7.4021,-0.22992,6.5851,113.6,0.42231,0.059565,0.72736,113.63
7.5424,0.63977,5.8003,113.7,0.72634,0.080367,0.65293,113.73
7.732,1.3328,6.5089,113.8,0.55065,0.038186,0.57862,113.82
7.4463,0.59441,6.7242,113.9,0.61282,0.032775,0.65849,113.92
7.1637,2.5649,6.8535,114,0.33917,0.029135,0.55868,114.02
6.9506,3.1254,6.7261,114.1,0.093107,-0.0077135,0.25665,114.11
6.9863,0.42212,6.8634,114.19,-0.10221,-0.0036763,0.16312,114.21
7.4511,0.86819,7.4683,114.29,0.034086,-0.025838,0.1115,114.31
6.8628,0.015568,7.1578,114.39,-0.10254,-0.013266,0.068746,114.41
7.1301,0.18023,6.4863,114.49,-0.12176,0.010702,0.02314,114.5
6.6523,0.59576,7.255,114.59,-0.27548,-0.010681,-0.15254,114.6
6.9351,1.0825,7.0384,114.69,-0.35327,0.0075993,-0.25881,114.7
6.8387,0.081281,7.1665,114.79,-0.53866,0.020583,-0.42307,114.79
7.6723,-1.277,6.6008,114.89,-0.11953,0.016327,-0.41351,114.89
6.9589,1.6211,6.0055,114.99,-0.52594,0.039689,-0.60087,114.99
7.7063,-1.2959,7.0352,115.09,-0.54039,0.020823,-0.62254,115.09
7.0978,-0.94094,6.4257,115.19,-0.59245,0.010042,-0.55238,115.18
7.2,-0.094454,5.9347,115.28,-0.54656,-0.025334,-0.58446,115.28
7.2234,0.68797,6.4895,115.38,-0.45999,-0.021984,-0.68342,115.38
7.74,-0.29519,6.3104,115.48,-0.6961,-0.023935,-0.62932,115.48
7.3087,-2.0241,6.3916,115.58,-0.34569,0.036349,-0.39066,115.58
7.4644,-1.4674,6.521,115.68,-0.39471,-0.0040027,-0.21841,115.67
7.1999,-1.1617,6.6914,115.78,0.24754,-0.0031896,-0.12649,115.77
6.9737,1.37,6.6767,115.88,-0.29665,-0.011481,-0.11081,115.87
7.1092,-0.8902,6.723,115.98,-0.18382,-0.020068,-0.11335,115.97
7.3374,-0.66387,7.3147,116.08,0.3822,0.0079316,-0.11546,116.07
6.5811,0.059726,7.1933,116.18,0.060088,0.027205,0.023558,116.16
7.122,-1.4029,7.2816,116.28,-0.080441,0.015392,0.24437,116.26
7.0185,-2.0555,6.88,116.38,0.51659,0.058719,0.39892,116.36
7.8302,-0.10403,6.6384,116.48,0.50161,0.013641,0.64445,116.46
7.1298,-0.11017,6.1176,116.58,0.6942,0.051638,0.76698,116.56
7.797,1.6653,6.3199,116.67,0.76986,0.083295,0.63687,116.66
7.1538,-0.28426,6.0554,116.77,0.48218,0.023865,0.66822,116.76
7.0924,0.26854,5.4668,116.87,0.56269,0.060499,0.68245,116.85
7.5644,0.40221,6.2179,116.97,0.43662,0.02978,0.69141,116.95
7.402,1.0379,6.4589,117.07,0.53368,0.029873,0.61129,117.05
7.6506,1.5937,6.7376,117.17,0.34641,0.020571,0.41495,117.15
6.9261,1.9352,6.8584,117.27,0.29092,0.037446,0.25131,117.25
7.0188,1.455,6.8855,117.37,0.27587,0.0070666,0.12061,117.35
6.9818,1.12,6.6805,117.47,-0.20306,-0.010532,0.15353,117.45
6.8707,0.32482,7.1804,117.57,-0.29155,0.0031563,0.093243,117.55
6.8468,-0.034279,7.0643,117.67,-0.19033,-0.025262,0.0020779,117.65
6.6373,0.75443,7.3936,117.77,-0.25171,-0.01158,-0.084939,117.75
6.4736,1.4431,7.3541,117.87,-0.47454,-0.0034009,-0.30063,117.85
6.8318,1.3598,6.546,117.96,-0.50193,0.036964,-0.53275,117.94
6.9941,0.41239,6.6249,118.06,-0.45426,-0.010093,-0.73136,118.04
7.2873,0.25462,7.1644,118.16,-0.75298,0.00040699,-0.72297,118.14
7.7901,-0.56972,6.041,118.26,-0.53056,0.013197,-0.70773,118.24
8.2758,-0.11481,6.0465,118.36,-0.47715,-0.029198,-0.64832,118.34
7.8916,0.12274,5.9489,118.46,-0.79507,-0.050031,-0.61126,118.44
7.8051,0.24863,6.4437,118.56,-0.53622,-0.026706,-0.69774,118.54
7.2604,-0.87718,6.3242,118.66,-0.59777,0.0065461,-0.46975,118.64
7.3114,-2.0861,6.4595,118.76,-0.33139,-0.04436,-0.26573,118.74
6.9512,-0.11406,6.958,118.86,-0.31909,-0.0094658,-0.23923,118.84
7.3228,-1.098,6.6424,118.96,-0.25541,-0.011584,-0.12862,118.94
6.948,0.057331,6.7481,119.06,0.37264,-0.010746,-0.14446,119.04
7.1523,0.73587,7.0863,119.15,-0.17141,0.0026045,-0.14085,119.14
7.1825,1.4262,6.8472,119.25,-0.13522,0.00042745,-0.019794,119.24
6.2179,-1.2066,7.8838,119.35,-0.14307,-0.0052607,-0.00033203,119.34
7.0978,-0.87029,7.1979,119.45,0.56345,0.02656,0.1524,119.45
7.1717,-0.84305,6.8168,119.55,0.29569,0.011889,0.29941,119.55
6.9923,-1.635,6.5607,119.65,0.23557,0.016533,0.54408,119.65
7.094,-0.22543,5.6102,119.75,0.72851,0.035225,0.78151,119.75
7.9494,0.48724,5.9274,119.85,0.5768,0.051413,0.75159,119.85
7.8872,0.9863,6.4261,119.95,0.53001,0.026024,0.68513,119.95
6.9753,1.5883,5.3843,120.05,0.5155,0.02852,0.57341,120.05
7.3397,1.0246,6.6215,120.15,0.5459,0.0015481,0.50028,120.15
7.4738,-0.011526,6.4507,120.25,0.25749,0.013571,0.58776,120.25
7.0557,1.0602,5.9696,120.35,0.28046,0.030622,0.43902,120.35
7.3904,0.52511,6.8053,120.44,0.50164,0.017079,0.4083,120.45
7.0361,1.8674,6.1019,120.54,0.41291,0.011988,0.33058,120.56
7.0171,1.7012,6.806,120.64,0.10394,0.011688,0.10435,120.66
7.0934,-0.79365,7.28,120.74,0.19031,-0.0090671,0.082592,120.76
7.0485,-0.12604,7.6051,120.84,0.26918,-0.066023,0.072197,120.86
6.6737,1.3237,6.9209,120.94,-0.30698,-0.067106,0.080178,120.96
7.196,0.0082329,6.8105,121.04,-0.2188,0.0088902,-0.033818,121.06
6.5149,1.2785,7.0057,121.14,-0.36965,0.017047,-0.29504,121.16
6.1926,1.0188,6.3857,121.24,-0.454,0.05693,-0.36693,121.27
6.9093,-0.9848,7.2662,121.34,-0.53519,0.078322,-0.37515,121.37
6.9535,0.83871,6.5409,121.44,-0.272,-0.0090738,-0.64145,121.47
7.075,-0.29234,6.4184,121.54,-0.84435,-0.012786,-0.57814,121.57
7.1563,-0.27528,6.53,121.63,-0.53329,-0.037222,-0.66956,121.67
6.8504,1.5246,6.1522,121.73,-0.62738,-0.04109,-0.5714,121.77
7.983,-0.027992,6.0301,121.83,-0.62084,0.034586,-0.63274,121.88
7.6329,-0.016765,6.6945,121.93,-0.56314,-0.00033177,-0.61132,121.98
7.5102,-0.63992,6.8002,122.03,-0.42745,-0.0026285,-0.48221,122.08
7.5078,-0.3347,6.3966,122.13,-0.14242,0.010196,-0.3702,122.18
7.1991,0.5534,6.7528,122.23,-0.4059,-0.063697,-0.43039,122.29
7.4229,-2.9191,7.1208,122.33,-0.58975,0.018949,-0.20182,122.39
7.512,-1.5538,6.0854,122.43,0.21758,0.0057053,-0.05756,122.49
6.7884,0.89349,7.0168,122.53,0.018988,0.013438,-0.022474,122.59
6.8487,-0.4088,6.7546,122.63,-0.16315,0.012827,-0.039551,122.74
6.7077,-0.41015,7.144,122.73,0.1744,0.020906,0.022924,122.73
6.8965,-0.49771,7.2295,122.83,0.21025,-0.012027,0.11237,123.03
6.7031,-1.4921,6.8718,122.92,-0.099166,0.078104,0.22529,122.82
7.572,-1.0905,7.1312,123.02,0.51147,-0.030299,0.46446,123.37
7.1226,0.58259,6.3408,123.12,0.46785,0.02151,0.64413,122.87
7.576,0.46029,6.358,123.22,0.48223,-0.013127,0.55375,123.74
7.4822,0.11766,6.3553,123.32,0.33254,-0.00024579,0.57334,122.91
7.5109,0.32857,6.1211,123.42,0.75143,0.027523,0.53407,124.1
7.0975,0.69291,5.3792,123.52,0.25167,0.02081,0.66274,122.93
